layer,head_left,head_right,linear_cka,rsa_cosine_distance_corr
20,3,4,0.6716805696487427,0.786632776260376
20,2,23,0.6714047789573669,0.7990214228630066
20,4,27,0.671352744102478,0.7392840385437012
20,7,27,0.6707278490066528,0.8020469546318054
20,8,18,0.670267641544342,0.7873846292495728
20,8,9,0.669874906539917,0.7613362073898315
20,10,23,0.6698063611984253,0.7285175323486328
20,3,12,0.6696704030036926,0.8353471755981445
20,16,21,0.6695224642753601,0.8406994342803955
20,10,27,0.6689382195472717,0.7361652851104736
20,12,15,0.6684456467628479,0.8034055829048157
20,5,29,0.6683412790298462,0.8632370829582214
20,10,22,0.6675726175308228,0.7319342494010925
20,0,24,0.6674566864967346,0.7805080413818359
20,1,16,0.6673950552940369,0.791462779045105
20,0,28,0.6669504046440125,0.8082744479179382
20,5,28,0.6666660904884338,0.8686972260475159
20,4,13,0.6665838956832886,0.7563467621803284
20,4,25,0.6665717363357544,0.7742864489555359
20,24,31,0.6664024591445923,0.7639658451080322
20,8,23,0.6662195920944214,0.8599416613578796
20,8,11,0.665649950504303,0.7467955946922302
20,8,17,0.6655672788619995,0.7809330224990845
20,27,28,0.6651791334152222,0.7701170444488525
20,1,17,0.6647047400474548,0.7675685286521912
20,1,13,0.6643394827842712,0.8056601881980896
20,13,15,0.6641979217529297,0.8015785217285156
20,1,18,0.6635048389434814,0.7604522109031677
20,9,19,0.6634563207626343,0.7127121090888977
20,2,8,0.6634467840194702,0.7837100625038147
20,14,23,0.6634265780448914,0.7907989025115967
20,15,25,0.6633415818214417,0.8015897274017334
20,2,24,0.6633197069168091,0.7651442885398865
20,2,20,0.6625263094902039,0.7848328948020935
20,3,5,0.6623764634132385,0.8288171887397766
20,0,30,0.6617303490638733,0.7390327453613281
20,9,14,0.6616791486740112,0.7707961797714233
20,9,27,0.6608850955963135,0.7507032155990601
20,27,29,0.6607316136360168,0.7794181108474731
20,2,13,0.6604188084602356,0.7741988301277161
20,13,19,0.6602303981781006,0.7611778378486633
20,1,7,0.660210371017456,0.7899584174156189
20,13,17,0.6596592664718628,0.7709029912948608
20,8,10,0.6595818400382996,0.7260456681251526
